Event	ID	Name			Wwise Object Path	Notes
	788884573	Stop			\Default Work Unit\Stop	
	1256202815	Play			\Default Work Unit\Play	

Switch Group	ID	Name			Wwise Object Path	Notes
	640949982	Speed			\Default Work Unit\Speed	
	1908158473	Pitch			\Default Work Unit\Pitch	
	3642081725	Rhythm			\Default Work Unit\Rhythm	

Switch	ID	Name	Switch Group			Notes
	34379592	Speed2	Speed			
	34379593	Speed3	Speed			
	34379595	Speed1	Speed			
	34379596	Speed6	Speed			
	34379598	Speed4	Speed			
	34379599	Speed5	Speed			
	339713560	Pitch3	Pitch			
	339713561	Pitch2	Pitch			
	339713562	Pitch1	Pitch			
	339713565	Pitch6	Pitch			
	339713566	Pitch5	Pitch			
	339713567	Pitch4	Pitch			
	2051013809	Rhythm6	Rhythm			
	2051013810	Rhythm5	Rhythm			
	2051013811	Rhythm4	Rhythm			
	2051013812	Rhythm3	Rhythm			
	2051013813	Rhythm2	Rhythm			
	2051013814	Rhythm1	Rhythm			

State Group	ID	Name			Wwise Object Path	Notes
	3671213988	KeySignature			\Default Work Unit\KeySignature	

State	ID	Name	State Group			Notes
	237518384	CLocrian	KeySignature			
	493209582	CHarmMin	KeySignature			
	748895195	None	KeySignature			
	1528131883	COctST	KeySignature			
	1906687985	FHarmMin	KeySignature			
	2080039350	CPhrygian	KeySignature			
	3126220252	BLydian	KeySignature			
	3908310863	CNatMin	KeySignature			
	4285089434	GHarmMin	KeySignature			

Game Parameter	ID	Name			Wwise Object Path	Notes
	91173834	EQHighRTPC			\Default Work Unit\EQHighRTPC	
	129208631	lowPassRTPC			\Default Work Unit\lowPassRTPC	
	296962706	tremoloRTPC			\Default Work Unit\tremoloRTPC	
	1358232353	timeFXRTPC			\Default Work Unit\timeFXRTPC	
	2703842240	RhythmRTPC			\Default Work Unit\RhythmRTPC	
	2931073822	IctusRTPC			\Default Work Unit\IctusRTPC	
	3307332308	PitchRTPC			\Default Work Unit\PitchRTPC	
	4048269951	SpeedRTPC			\Default Work Unit\SpeedRTPC	

Modulator Envelope	ID	Name			Wwise Object Path	Notes
	180389353	Modulator Envelope (Custom)				

Audio Bus	ID	Name			Wwise Object Path	Notes
	3803692087	Master Audio Bus			\Default Work Unit\Master Audio Bus	

Effect plug-ins	ID	Name	Type				Notes
	3164629247	Holy	Wwise RoomVerb			
	3185006250	ObjectEQHigh	Wwise Parametric EQ			
	3354577677	Fast_LF_Tremolo	Wwise Tremolo			
	3395979371	Straight_Delay	Wwise Stereo Delay			

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	721734462	Wwise Synth One	Wwise Synth One		\Actor-Mixer Hierarchy\Default Work Unit\ObjectSynth1\Wwise Synth One	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	291414060	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry8_8424E57F.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		78
	293728824	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\115Phry10_471CD77A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed5\Speed5\Ictus		96
	295303586	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\312Phry3_A44DEF0A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed2\Speed2\Ictus		44
	298239126	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\112Phry16_D7A31BA4.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed2\Speed2\Ictus		136
	300125547	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\513Phry14_CA077B1D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed3\Speed3\Ictus		116
	302410461	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\614Phry15_2BA44D79.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed4\Speed4\Ictus		128
	302687281	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\611Phry6_EDE2D961.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed1\Speed1\Ictus		65
	305707497	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\212Phry4_64E5921C.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed2\Speed2\Ictus		52
	308261714	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\211Phry9_9325EC27.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed1\Speed1\Ictus		84
	308328694	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\212Phry15_C7FD2392.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed2\Speed2\Ictus		132
	311154344	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\614Phry7_D2356289.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed4\Speed4\Ictus		72
	311518517	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\316Phry12_42080BCE.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed6\Speed6\Ictus		108
	312155234	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\511Phry8_A0D0344D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed1\Speed1\Ictus		78
	314717872	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\413Phry15_464B9FA9.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed3\Speed3\Ictus		126
	316180800	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\314Phry12_390DF057.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed4\Speed4\Ictus		108
	317258060	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\212Phry14_D0B357B8.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed2\Speed2\Ictus		124
	321507713	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\116Phry6_64DD456A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed6\Speed6\Ictus		66
	324547109	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\215Phry1_1C52A614.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed5\Speed5\Ictus		26
	326526105	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\512Phry15_C7FD2392.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed2\Speed2\Ictus		128
	327838956	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\213Phry7_62311559.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed3\Speed3\Ictus		72
	330410267	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\413Phry2_4FF718B2.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed3\Speed3\Ictus		34
	333111964	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\615Phry10_471CD77A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed5\Speed5\Ictus		90
	333264173	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\216Phry3_B0F21288.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed6\Speed6\Ictus		42
	336167835	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\112Phry1_A5FC4725.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed2\Speed2\Ictus		27
	337780675	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\615Phry17_3F90C894.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed5\Speed5\Ictus		144
	338777064	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\116Phry5_63DF6D74.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed6\Speed6\Ictus		58
	340807268	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\311Phry10_A2CBE439.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed1\Speed1\Ictus		92
	341481571	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry12_CEB7A7CC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		104
	343265844	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\411Phry8_A0D0344D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed1\Speed1\Ictus		78
	343388138	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\316Phry14_4403BBBA.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed6\Speed6\Ictus		122
	343505862	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\311Phry16_494D743D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed1\Speed1\Ictus		136
	344172769	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\213Phry4_E9E32CD7.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed3\Speed3\Ictus		50
	346625059	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\513Phry5_EAE104CD.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed3\Speed3\Ictus		58
	348960966	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\511Phry5_DE3CE14F.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed1\Speed1\Ictus		59
	351901660	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\214Phry13_3A0BC84D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed4\Speed4\Ictus		116
	352492207	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\114Phry10_8620956B.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed4\Speed4\Ictus		96
	353916161	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\516Phry4_62E1957E.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed6\Speed6\Ictus		50
	354117587	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry3_1D4C57B1.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		42
	357029144	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\215Phry11_02C4DFC0.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed5\Speed5\Ictus		100
	357182082	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry13_C10D5FA6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		112
	358402878	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\412Phry8_19CE9CF4.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed2\Speed2\Ictus		78
	362041409	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\312Phry5_573B49F6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed2\Speed2\Ictus		59
	364641222	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\611Phry17_EC94D717.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed1\Speed1\Ictus		144
	364696451	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry8_8D1F00F6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		78
	365296038	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\411Phry11_95219C13.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed1\Speed1\Ictus		96
	366355662	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\316Phry2_EFF9F6D2.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed6\Speed6\Ictus		34
	367160973	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry12_42080BCE.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		104
	367601803	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\315Phry5_D68BC45C.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed5\Speed5\Ictus		58
	368213004	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\515Phry2_1D507E0A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed5\Speed5\Ictus		34
	368246284	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\211Phry14_57B4EF11.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed1\Speed1\Ictus		124
	368463706	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\516Phry10_8F1AB0E2.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed6\Speed6\Ictus		92
	369264464	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\411Phry16_494D743D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed1\Speed1\Ictus		134
	371282772	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\615Phry4_D58DEC66.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed5\Speed5\Ictus		50
	373566238	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\412Phry3_A44DEF0A.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed2\Speed2\Ictus		44
	373671485	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\214Phry7_D2356289.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed4\Speed4\Ictus		72
	373724742	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\414Phry15_2BA44D79.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed4\Speed4\Ictus		126
	375112552	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\112Phry11_0E2004BA.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed2\Speed2\Ictus		102
	377750013	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\313Phry5_EAE104CD.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed3\Speed3\Ictus		58
	382957304	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry16_D7A31BA4.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		136
	383792235	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\614Phry5_D039B29D.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed4\Speed4\Ictus		58
	383953431	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry4_CF3BDAA7.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		50
	383974262	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\313Phry4_E9E32CD7.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed3\Speed3\Ictus		50
	389572221	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\111Phry7_E038913B.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed1\Speed1\Ictus		74
	389610290	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\315Phry8_4521278E.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed5\Speed5\Ictus		78
	391845295	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\114Phry11_871E6D61.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch1Phry\Rhythm1\Speed4\Speed4\Ictus		102
	392569419	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry17_DE91A865.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		142
	393283600	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\513Phry8_1420984F.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed3\Speed3\Ictus		78
	399043601	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\412Phry14_C10D5FA6.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed2\Speed2\Ictus		114
	399107144	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\514Phry12_390DF057.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed4\Speed4\Ictus		106
	399732593	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\215Phry6_D7899C52.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed5\Speed5\Ictus		64
	400523846	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\214Phry9_8522BD75.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch2Phry\Rhythm1\Speed4\Speed4\Ictus		84
	401412912	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\412Phry9_0C2454CE.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed2\Speed2\Ictus		84
	402050837	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\511Phry13_480EF6FF.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch5Phry\Rhythm1\Speed1\Speed1\Ictus		112
	403388993	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\616Phry1_EEFC1EDC.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed6\Speed6\Ictus		26
	403402294	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\612Phry15_C7FD2392.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch6Phry\Rhythm1\Speed2\Speed2\Ictus		128
	405143388	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\414Phry12_390DF057.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch4Phry\Rhythm1\Speed4\Speed4\Ictus		104
	405556232	Ictus	C:\Users\joshu\Documents\GitProjects\an-inconsequential-mess\an inconsequential mess\an inconsequential mess_WwiseProject\.cache\Windows\SFX\315Phry3_239E6970.wmid		\Interactive Music Hierarchy\Default Work Unit\Instrument1\C Phrygian\Pitch3Phry\Rhythm1\Speed5\Speed5\Ictus		42
